ID,Name,Default short code,Functional group,Sources using,Annotation count,MERMAID_BA,MERMAID_GF,Note
1342,CRED-Octocoral,*OCTO,Other Invertebrates,44,19615,Octocorallia,,
447,Porites monticulosa,PorMont,Hard coral,34,1379,Porites monticulosa,,
1298,CRED-Pachyseris spp,*PACS,Hard coral,11,2611,Pachyseris,,
1335,CRED-Padina spp,*PADI,Algae,14,3595,Padina,,
1300,CRED-Pavona spp_encrusting,*PAEN,Hard coral,15,4790,Pavona,Encrusting,
1299,CRED-Pavona spp_massive,*PAMA,Hard coral,15,2889,Pavona,Massive,
422,Dictyosphaeria,Dictyosph,Algae,31,1446,Dictyosphaeria,,
449,Pocillopora grandis (eydouxi),PocGran,Hard coral,48,837,Pocillopora grandis,,
1336,CRED-Peyssonnelia spp,*PESP,Algae,17,77041,Peyssonnelia,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144051
1302,CRED-Platygyra spp,*PLSP,Hard coral,9,2247,Platygyra,,
442,Pavona varians,PavVar,Hard coral,55,969,Pavona varians,,
1304,CRED-Pocillopora spp,*POCS,Hard coral,16,34661,Pocillopora,,
1305,CRED-Porites spp_branching,*POBR,Hard coral,16,18046,Porites,Branching,
1307,CRED-Porites spp_encrusting,*POEN,Hard coral,15,26200,Porites,Encrusting,
460,Fish,FISH,Other,149,500,Other,,Suggest to remove
1308,CRED-Porites spp_foliose,*POFO,Hard coral,13,11879,Porites,Foliose,
508,Caulerpa racemosa,CauRac,Algae,20,766,Caulerpa racemosa,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144472
511,Codium fragile,CodErc,Algae,5,1159,Codium fragile,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145086
1306,CRED-Porites spp_massive,*POMA,Hard coral,16,69448,Porites,Massive,
1325,CRED-Red macroalgae,*RDMA,Algae,51,9886,Macroalgae,,
533,No Data,NODATA,Other,5,1524,,,Suggest to remove
1346,CRED-Rubble substrate,*RUB,Hard Substrate,12,2380,Rubble,,
1347,CRED-Sand,*SAND,Soft Substrate,15,89515,Sand,,
1353,CRED-Shadow,*SHAD,Other,16,60058,Other,,
1319,CRED-Sponge,*SP,Other Invertebrates,14,2605,Sponge,,
1310,CRED-Stylophora spp,*STYS,Hard coral,9,2159,Stylophora,,
1351,CRED-Tape,*TAPE,Other,16,2603,Other,,
1312,CRED-Turbinaria spp,*TURS,Hard coral,9,2350,Turbinaria-coral,,
1348,CRED-Turf growing on hard substrate,*TURFH,Hard Substrate,18,1216402,Turf algae,,
1349,CRED-Turf growing on rubble,*TURFR,Hard Substrate,15,38295,Turf algae,,
1354,CRED-Unclassified/Unknown,*UNK,Other,21,71647,Unknown,,
1338,CRED-Upright macroalgae,*UPMA,Algae,16,7987,Macroalgae,,
1352,CRED-Wand,*WAND,Other,15,6954,Other,,
357,Crustacea: Barnacles,CRB,Other Invertebrates,14,57201,Other invertebrates,,
141,Crustose coralline algae,CCA 1,Algae,26,27014,Crustose coralline algae,,
643,Algae (foliose),AL_fol,Algae,6,1753,Macroalgae,Foliose,
2543,Cyanobacteria,CYANOB,Other,95,247654,Cyanobacteria,,
637,Tridacna: Giant clam,GiCl,Other Invertebrates,53,789,Tridacna giant clam,,
606,Acropora (plating),Acr_plat,Hard coral,7,522,Acropora,Plates or tables,
143,Cyanobacteria films,CYAN,Other,15,2136,Cyanobacteria,,
663,Red sponge,RedS,Other Invertebrates,5,1533,Sponge,,
61,Cyphastrea,Cypha,Hard coral,74,7211,Cyphastrea,,
105,Dead coral,D_coral,Hard Substrate,138,200316,Dead coral,,
756,Kelp (unidentifed Laminariales),KELP,Other Invertebrates,5,746,Macroalgae,,Should we add Kelp in the database? Or just put it as Macroalgae?
1176,Porites furcata,PorFurc,Hard coral,23,1567,Porites furcata,,
635,Dead coral with algae,DeadAlg,Other,25,22955,Dead coral,,
3484,Detritus,detritus,Soft Substrate,17,17254,Other,,
503,Dictyota,Dictyota,Algae,130,206655,Dictyota,,
4589,Dead Acropora (branching),DAcropBra,Hard coral,5,831,Dead coral,,
401,Dictyota spp,Dict,Algae,8,2012,Dictyota,,
164,Diploastrea,Diplo,Hard coral,63,3727,Diploastrea,,
1187,Diploria labyrinthiformis,DiplLab,Hard coral,46,2955,Diploria labyrinthiformis,,
988,Barnacles,Barn,Other Invertebrates,8,1720,Other invertebrates,,
1034,Leptastrea purpurea,LPurp,Hard coral,51,695,Leptastrea purpurea,,
1609,Dipsastraea,Dipsa,Hard coral,63,12712,Dipsastraea,,
1145,"Brown algae, unidentified",BRUN,Algae,15,890,Macroalgae,,
1162,Echinometra mathaei,EMath,Other Invertebrates,5,1144,Echinometra mathaei,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=213383
1432,EAM: Dead Hard Coral,EAM_DHC,Algae,13,153688,Dead coral,,
342,Echinoderms: sea urchin,Urchins,Other Invertebrates,160,4120,Sea urchin,,
99,Echinopora,Echinopora,Hard coral,64,18034,Echinopora,,
1274,CRED-Diploastrea spp,*DISP,Hard coral,9,896,Diploastrea,,
1281,CRED-Galaxea spp,*GASP,Hard coral,10,1911,Galaxea,,
1280,CRED-Fungia spp,*FUSP,Hard coral,15,969,Fungia,,
147,Encrusting sponge,ENSP,Other Invertebrates,61,31409,Sponge,Encrusting,
1273,CRED-Cyphastrea spp,*CYPS,Hard coral,15,1397,Cyphastrea,,
1433,Epilithic algal matirx smotheting rubble,EAM_RB,Algae,5,5281,Macroalgae,,Not sure
6916,Erythropodium,erythro,Other Invertebrates,14,3263,Erythropodium,,
1282,CRED-Goniopora/Alveopora spp,*GOAL,Hard coral,10,605,,,Goniopora or Alveopora or Hard Coral?
1265,CRED-Foliose hard coral,*FOL,Hard coral,15,1498,Hard coral,Foliose,
1384,Eunicea spp.,EUNSPP,Other Invertebrates,24,3792,Eunicea,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=291322
4709,Favia,fav,Hard coral,50,2047,Favia,,
62,Favia (Indo-Pacific),Favia,Hard coral,13,2011,Favia,,
115,Favites,Favites,Hard coral,75,14966,Favites,,
1272,CRED-Coscinaraea spp,*COSP,Hard coral,16,1073,Coscinaraea,,
6613,Fleshy Calcified Algae,flesh_calc,Algae,15,20766,Macroalgae,,
1637,Framer,FRM,Other,9,9856,Other,,
63,Fungia,Fungia,Hard coral,81,5800,Fungia,,
2026,Galaxaura rugosa,GalRug,Algae,5,3502,Galaxaura rugosa,,
760,Galaxea,Galaxea,Hard coral,63,8427,Galaxea,,
1262,CRED-Branching hard coral,*BR,Hard coral,16,1294,Acroporidae,Branching,
117,Goniastrea,Goniastrea,Hard coral,73,23378,Goniastrea,,
1285,CRED-Hydnophora spp,*HYSP,Hard coral,9,1462,Hydnophora,,
130,Goniopora,Goniopora,Hard coral,77,5648,Goniopora,,
1390,Gorgonia spp.,GORSPP,Other Invertebrates,18,5571,Gorgonia,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=267453
1767,Gorgonian,GOR,Other Invertebrates,10,3185,Gorgonian,,
1802,Gorgoniidae,GORGONII,Other Invertebrates,52,60908,Gorgoniidae,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125275
434,Gracilaria salicornia,GSAL,Algae,43,4730,Gracilaria salicornia,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=211549
1644,Gravel,GRAV,Soft Substrate,6,5799,Other,,
2472,Green fleshy algae,GFA,Algae,42,3005,Macroalgae,,
403,Halimeda,Halimeda,Algae,108,335282,Halimeda,,
6867,Halimeda copiosa,Hal.cop,Algae,12,14491,Halimeda copiosa,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=211515
1924,Halimeda spp.,Hal_spp,Algae,8,2749,Halimeda,,
3482,Halodule wrightii,HalodWri,Seagrass,13,2762,Halodule wrightii,,
2108,Halophila stipulacea,HalophStip,Seagrass,23,176145,Halophila stipulacea,,
1309,CRED-Psammocora spp,*PSSP,Hard coral,15,712,Psammocora,,
7005,Halophilia,halphil,Other,13,22229,Halophila,,
91,Hard coral,HC,Hard coral,95,50446,Hard coral,,
242,Hard Coral (branching),C_branch,Hard coral,57,10907,Hard coral,Branching,
3099,Hard Coral (bushy),HC_bushy,Hard coral,8,5829,Hard coral,Branching,
1324,CRED-Brown macroalgae,*BRMA,Algae,49,806,Macroalgae,,
239,Hard Coral (encrusting),HC_encr,Hard coral,50,20789,Hard coral,Encrusting,
238,Hard Coral (foliose),HC_fol,Hard coral,32,2687,Hard coral,Foliose,
237,Hard Coral (massive),HC_massive,Hard coral,55,23460,Hard coral,Massive,
1329,CRED-Dictyopteris/Dictyota spp,*DICO,Algae,16,1380,,,Dictyopteris or Dictyota?
3298,Hard Coral branching,HCBR,Hard coral,104,4091,Hard coral,Branching,
3458,Hard Coral Digitate,HcD,Hard coral,115,2859,Hard coral,Digitate,
1773,Dendrogyra cylindrus,DenCyl,Hard coral,29,572,Dendrogyra cylindrus,,
3297,Hard Coral Massive,HCM,Hard coral,109,3923,Hard coral,Massive,
1322,CRED-Zoanthid,*ZO,Other Invertebrates,13,1528,Zoanthid,,
1328,CRED-Caulerpa spp,*CAUL,Algae,39,834,Caulerpa,,
3302,Hard Coral_Encrusting,HCE,Hard coral,106,6013,Hard coral,Encrusting,
3438,Hard Substrate,HS,Hard Substrate,33,49714,Bare substrate,,
633,Heliopora,Heliop,Other Invertebrates,66,20169,Heliopora,,
1330,CRED-Dictyosphaeria spp,*DICT,Algae,41,1612,Dictyosphaeria,,"Need to add to MERMAID:"" https://www.marinespecies.org/aphia.php?p=taxdetails&id=144265"
554,Hydnophora,Hydno,Hard coral,63,5442,Hydnophora,,
456,Hydroid,Hydra,Other Invertebrates,30,3523,Hydroid,,
150,Isopora,Isopora,Hard coral,65,18493,Isopora,,
2562,Jania,Jania,Algae,56,13972,Jania,,
3385,Kelp,KELPA,Algae,11,2305,Macroalgae,,Should we add Kelp or put it as Macroalgae?
3011,Leather Coral,LC,Other Invertebrates,32,8010,Soft coral,,
66,Leptastrea,Lepta,Hard coral,90,14101,Leptastrea,,
623,Leptoria,Leptoria,Hard coral,69,2705,Leptoria,,
67,Leptoseris,Leptoseris,Hard coral,67,2253,Leptoseris,,
3806,Live Coral,LICO,Hard coral,18,12346,Hard coral,,Not sure. Live coral can be hard coral and soft coral
1386,Muricea spp.,MURSPP,Other Invertebrates,19,906,Muricea,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=177745
138,Lobophora,Lobophora,Algae,65,57337,Lobophora,,
504,Lobophora variegata,LopVar,Algae,66,43319,Lobophora variegata,,
1703,Loose Substrate: Rubble,LSUB_RUB,Soft Substrate,11,54662,Rubble,,
1373,Pseudodiploria clivosa,PseuCliv,Hard coral,32,906,Pseudodiploria clivosa,,
81,Macroalgae,MAL,Algae,183,596756,Macroalgae,,
325,Macroalgae: Articulated calcareous,MAAC,Algae,19,69484,Macroalgae,,
321,Macroalgae: Encrusting,MAEN,Algae,14,99636,Macroalgae,Encrusting,
1364,Madracis auretenra,MadAure,Hard coral,14,682,Madracis auretenra,,Need to add to MERMAID. WORMS link: https://www.marinespecies.org/aphia.php?p=taxdetails&id=430664
324,Macroalgae: Encrusting: brown,MAENB,Algae,38,11069,Macroalgae,Encrusting,
1355,CRED-Asparagopsis spp,*ASPP,Algae,16,1617,Asparagopsis,,
323,Macroalgae: Encrusting: green,MAENG,Algae,36,10417,Macroalgae,Encrusting,
1378,Stephanocoenia intersepta,StephInt,Hard coral,28,898,Stephanocoenia intersepta,,
322,Macroalgae: Encrusting: red,MAENR,Algae,17,3858,Macroalgae,Encrusting,
317,Macroalgae: Erect coarse branching,MAEC,Algae,11,29202,Macroalgae,Branching,
309,Macroalgae: Filamentous / filiform,MAF,Algae,13,79641,Macroalgae,,
1412,Acropora corymbose/tabular/plate,BRA_TAB-Ac,Hard coral,7,954,Acropora,Plates or tables,
310,Macroalgae: Filamentous / filiform : red,MAFR,Algae,6,14991,Macroalgae,,
294,Macroalgae: Sheet-like / membraneous,MAM,Algae,10,130528,Macroalgae,,
1783,Madracis mirabilis,MAMI,Hard coral,17,57658,Madracis myriaster,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=479012
1183,Meandrina meandrites,MM,Hard coral,34,2819,Meandrina meandrites,,
201,Merulina,Merulina,Hard coral,61,3333,Merulina,,
1444,Calcifying algae: Other,MACR_Cal_O,Algae,107,1546,Macroalgae,,
452,Microdictyon,Microdicty,Algae,37,15908,Microdictyon,,
1458,CCA: On dead coral,*CCADHC,Algae,8,633,Crustose coralline algae,,
79,Millepora,Millepora,Other Invertebrates,112,15890,Millepora,,
1742,Millepora alcicornis,MILA,Other Invertebrates,38,18622,Millepora alcicornis,,
1743,Millepora complanata,MILC,Other Invertebrates,30,7362,Millepora complanata,,
1571,Porites lutea,PorLut,Hard coral,10,738,Porites lutea,,
1976,Millepora spp.,Mil_spp,Hard coral,10,6975,Millepora,,
353,Molluscs: Gastropods,gastropod,Other Invertebrates,21,884,Other invertebrates,,
4525,Macrocystis pyrifera,pyrifera,Algae,5,601,Macrocystis pyrifera,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232231
1126,Mobile fauna,Mobile,Other,5,6089,Other invertebrates,,
355,Molluscs: Bivalves,MOBI,Other Invertebrates,14,149986,Bivalvia,,
110,Montastraea cavernosa,MontaCav,Hard coral,47,32593,Montastraea cavernosa,,
70,Montipora,Monti,Hard coral,104,123868,Montipora,,
621,Montipora (encrusting),Monti_encr,Hard coral,7,3687,Montipora,Encrusting,
438,Montipora capitata,MontiCap,Hard coral,71,94187,Montipora capitata,,
2185,Montipora capitata bleached,Moncap BL,Hard coral,36,3850,Bleached coral,,
1768,Acropora cervicornis,AcrCerv,Hard coral,43,1718,Acropora cervicornis,,
1769,Acropora palmata,AcrPalm,Hard coral,37,1657,Acropora palmata,,
1766,Agaricia tenuifolia,AgTen,Hard coral,20,1932,Agaricia tenuifolia,,
2479,"Montipora capitata, recently dead",MCAP_RD,Algae,8,8022,Dead coral,,
440,Montipora patula,MontiPat,Hard coral,53,15246,Montipora patula,,
1796,Chondrilla spp.,CHON,Other Invertebrates,16,782,Chondrilla,,
1797,Clionid spp.,CLIONI,Other Invertebrates,15,626,,,Not available in WORMS. Suggest to remove.
1801,Limestone free of overgrowth,LIME,Hard Substrate,5,611,Bare substrate,,Not sure
815,Mud,Mud,Soft Substrate,33,7278,Silt,,
1781,Madracis decactis,MadDeca,Hard coral,32,1547,Madracis decactis,,
1430,Non hermatypic: Millepora (Fire coral),NN_MIL,Hard coral,5,2109,Millepora,,
1877,ARMS-CREP-Green encrusting macroalgae,_GREN,Algae,15,1445,Macroalgae,Encrusting,
628,Non-Acropora branching,NonAcBr,Hard coral,9,4822,Hard coral,Branching,
1829,Bivalve,Bivalve,Other Invertebrates,25,741,Bivalvia,,
1853,Bryozoan,bryozoan,Other Invertebrates,74,1700,Bryozoan,,
1869,Asparagopsis taxiformis,AspaTax,Algae,33,1453,Asparagopsis taxiformis,,
